39,SPL\ariel,ariel@spl.com,PLANO,172.16.120.16,exch-mbx-pla-00,S-1-5-21-3623811018-894934873-30300820-8173,BC9CBF90-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.7,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+GTB6.6;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET4.0C;+.NET4.0E),Sales
40,SPL\arnold,arnold@spl.com,SAN_FRANCISCO,172.16.210.15,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2620,BC9CBFFE-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.6,Opera/9.80+(Windows+NT+5.1;+U;+en)+Presto/2.7.62+Version/11.01,Sales
41,SPL\arthur,arthur@spl.com,PLANO,172.16.120.17,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8193,BC9CC06C-DA44-11E0-B014-91A3616AB75D,Appl57TKZHNYJKAX,iPhone,Apple-iPhone3C3/805.401,66.72.53.128.8,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET4.0C;+MSN+OptimizedIE8;ENIN),Sales
42,SPL\ashley,ashley@spl.com,PLANO,172.16.120.18,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8202,BC9CC0DA-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.9,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+MS-RTC+LM+8;+.NET4.0C;+.NET4.0E),Sales
43,SPL\austin,austin@spl.com,PLANO,172.16.120.19,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8205,BC9CC148-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.10,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322),Sales
44,SPL\avery,avery@spl.com,PLANO,172.16.120.20,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8217,BC9CC1B6-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.11,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+(+.NET+CLR+3.5.30729;+.NET4.0E),Sales
45,SPL\barney,barney@spl.com,PLANO,172.16.120.21,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8235,BC9CC224-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.12,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+MDDR;+InfoPath.2;+MS-RTC+LM+8),Sales
46,SPL\barry,barry@spl.com,CUPERTINO,172.16.44.13,exch-mbx-cup-01,S-1-5-21-3623811015-336104438-30300820-1060,BC9CC292-DA44-11E0-B014-91A3616AB75D,,,,208.90.215.4,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+Tablet+PC+2.0;+.NET4.0C;+.NET4.0E;+InfoPath.3),Sales
47,SPL\bart,bart@spl.com,DENVER,172.16.80.15,exch-mbx-den-00,S-1-5-21-3623811016-734895789-30300820-1037,BC9CC300-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.6,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+GTB7.1,Sales
48,SPL\basil,basil@spl.com,CUPERTINO,172.16.44.14,exch-mbx-cup-01,S-1-5-21-3623811015-336104438-30300820-1074,BC9CC36E-DA44-11E0-B014-91A3616AB75D,HTCAnd7f8397cf,Android,Android/Froyo2.2,208.90.215.5,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+Tablet+PC+2.0),Sales
49,SPL\ben,ben@spl.com,DENVER,172.16.80.16,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1045,BC9CC63E-DA44-11E0-B014-91A3616AB75D,Appl859KR5D18V5P,iPhone,Apple-iPhone3C3/805.401,65.103.125.7,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+GTB6.6;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.2),Marketing
50,SPL\benjamin,benjamin@spl.com,DENVER,172.16.80.17,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1052,BC9CC6C0-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.8,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+GTB6.6;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.2),Executive Office
51,SPL\bennett,bennett@spl.com,SAN_FRANCISCO,172.16.210.16,exch-mbx-san-00,S-1-5-21-3623811017-899348573-30300820-2631,BC9CC738-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.7,Mozilla/5.0+(Windows;+U;+Windows+NT+6.0;+en-GB;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+GTB7.1,Engineering
52,SPL\bernard,bernard@spl.com,DENVER,172.16.80.18,exch-mbx-den-00,S-1-5-21-3623811016-734895789-30300820-1054,BC9CC7A6-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.9,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+Tablet+PC+2.0),Engineering
53,SPL\berry,berry@spl.com,SAN_FRANCISCO,172.16.210.17,exch-mbx-san-00,S-1-5-21-3623811017-899348573-30300820-2647,BC9CC81E-DA44-11E0-B014-91A3616AB75D,HTCAnd82e500b4,Android,Android/Froyo2.2,208.90.214.8,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+MDDR;+.NET4.0C;+InfoPath.3),Engineering
54,SPL\bert,bert@spl.com,DENVER,172.16.80.19,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1074,BC9CC88C-DA44-11E0-B014-91A3616AB75D,ApplL4W74HOETKER,iPhone,Apple-iPhone3C3/805.401,65.103.125.10,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+MS-RTC+LM+8;+.NET4.0C;+.NET4.0E),Engineering
55,SPL\bill,bill@spl.com,PLANO,172.16.120.22,exch-mbx-pla-01,S-1-5-21-3623811018-894934873-30300820-8239,BC9CC8FA-DA44-11E0-B014-91A3616AB75D,Appl44BAYZUVR2DX,iPhone,Apple-iPhone3C3/805.401,66.72.53.128.13,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET+CLR+1.1.4322),Engineering
56,SPL\blaine,blaine@spl.com,DENVER,172.16.80.20,exch-mbx-den-00,S-1-5-21-3623811016-734895789-30300820-1087,BC9CC968-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.11,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+GTB7.1,Engineering
57,SPL\blair,blair@spl.com,SAN_FRANCISCO,172.16.210.18,exch-mbx-san-00,S-1-5-21-3623811017-899348573-30300820-2656,BC9CC9E0-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.9,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET+CLR+1.1.4322),Engineering
58,SPL\blake,blake@spl.com,SAN_FRANCISCO,172.16.210.19,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2674,BC9CCA44-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.10,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+MDDR;+InfoPath.2;+MS-RTC+LM+8),Engineering
59,SPL\bob,bob@spl.com,SAN_FRANCISCO,172.16.210.20,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2675,BC9CCABC-DA44-11E0-B014-91A3616AB75D,Appl1KXB1WHFYT6H,iPhone,Apple-iPhone3C3/805.401,208.90.214.11,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C;+Tablet+PC+2.0),Engineering
60,SPL\boris,boris@spl.com,SAN_FRANCISCO,172.16.210.21,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2690,BC9CCB2A-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.12,Mozilla/5.0+(Windows;+U;+Windows+NT+5.1;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+(+.NET+CLR+3.5.30729;+.NET4.0E),Engineering
61,SPL\brad,brad@spl.com,SAN_FRANCISCO,172.16.210.22,exch-mbx-san-00,S-1-5-21-3623811017-899348573-30300820-2706,BC9CCB98-DA44-11E0-B014-91A3616AB75D,HTCAndb33d97e4,Android,Android/Froyo2.2,208.90.214.13,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+5.1;+GTB6.6;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+InfoPath.2),Engineering
62,SPL\brendan,brendan@spl.com,DENVER,172.16.80.21,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1092,BC9CCC06-DA44-11E0-B014-91A3616AB75D,ApplRCS8NZPSB922,iPhone,Apple-iPhone3C3/805.401,65.103.125.12,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB0.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C),Executive Office
63,SPL\brett,brett@spl.com,DENVER,172.16.80.22,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1100,BC9CCC74-DA44-11E0-B014-91A3616AB75D,ApplOFVT0ISX9OD2,iPhone,Apple-iPhone3C3/805.401,65.103.125.13,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+MDDC;+.NET4.0C),Executive Office
64,SPL\brian,brian@spl.com,PLANO,172.16.120.23,exch-mbx-pla-00,S-1-5-21-3623811018-894934873-30300820-8254,BC9CCCE2-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.14,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10_6_6;+en-us)+AppleWebKit/533.19.4+(KHTML;+like+Gecko)+Version/5.0.3+Safari/533.19.4,Executive Office
65,SPL\britt,britt@spl.com,SAN_FRANCISCO,172.16.210.23,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2717,BC9CCD50-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.14,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+MDDR;+.NET4.0C;+InfoPath.3),IT
66,SPL\brock,brock@spl.com,CUPERTINO,172.16.44.15,exch-mbx-cup-01,S-1-5-21-3623811015-336104438-30300820-1083,BC9CCDC8-DA44-11E0-B014-91A3616AB75D,HTCAnd6ba90927,Android,Android/Froyo2.2,208.90.215.6,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+GTB7.1,Executive Office
67,SPL\bruce,bruce@spl.com,PLANO,172.16.120.24,exch-mbx-pla-00,S-1-5-21-3623811018-894934873-30300820-8260,BC9CCE2C-DA44-11E0-B014-91A3616AB75D,,,,66.72.53.128.15,Opera/9.80+(Windows+NT+5.1;+U;+en)+Presto/2.7.62+Version/11.01,IT
68,SPL\bruno,bruno@spl.com,SAN_FRANCISCO,172.16.210.24,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2731,BC9CCEA4-DA44-11E0-B014-91A3616AB75D,,,,208.90.214.15,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+GTB6.6;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+InfoPath.1;+.NET+CLR+3.0.04506.30;+.NET+CLR+3.0.04506.648;+.NET+CLR+3.5.21022;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET4.0C;+.NET4.0E),IT
69,SPL\bryan,bryan@spl.com,CUPERTINO,172.16.44.16,exch-mbx-cup-00,S-1-5-21-3623811015-336104438-30300820-1102,BC9CCF12-DA44-11E0-B014-91A3616AB75D,,,,208.90.215.7,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB0.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+.NET4.0C),IT
70,SPL\bryce,bryce@spl.com,PLANO,172.16.120.25,exch-mbx-pla-00,S-1-5-21-3623811018-894934873-30300820-8270,BC9CCF80-DA44-11E0-B014-91A3616AB75D,ApplNJB1HMO8DJ,iPad,Apple-iPad1C1/810.3,66.72.53.128.16,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+MDDC;+.NET4.0C),IT
71,SPL\byron,byron@spl.com,DENVER,172.16.80.23,exch-mbx-den-01,S-1-5-21-3623811016-734895789-30300820-1105,BC9CCFE4-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.14,Mozilla/4.0+(compatible;+MSIE+7.0;+Windows+NT+6.1;+Trident/4.0;+GTB6.6;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+Tablet+PC+2.0;+.NET4.0C;+.NET4.0E;+InfoPath.3),IT
72,SPL\caleb,caleb@spl.com,DENVER,172.16.80.24,exch-mbx-den-00,S-1-5-21-3623811016-734895789-30300820-1119,BC9CD052-DA44-11E0-B014-91A3616AB75D,,,,65.103.125.15,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+MS-RTC+LM+8;+.NET4.0C;+.NET4.0E),IT
73,SPL\calvin,calvin@spl.com,CUPERTINO,172.16.44.17,exch-mbx-cup-01,S-1-5-21-3623811015-336104438-30300820-1106,BC9CD0CA-DA44-11E0-B014-91A3616AB75D,,,,208.90.215.8,Mozilla/5.0+(Macintosh;+U;+Intel+Mac+OS+X+10.6;+en-US;+rv:1.9.2.16)+Gecko/20110319+Firefox/3.6.16+GTB7.1,IT
74,SPL\cameron,cameron@spl.com,DENVER,172.16.80.25,exch-mbx-den-00,S-1-5-21-3623811016-734895789-30300820-1133,BC9CD12E-DA44-11E0-B014-91A3616AB75D,ApplD6O4YDDT4I9N,iPhone,Apple-iPhone3C3/805.401,65.103.125.16,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+5.1;+Trident/4.0;+.NET+CLR+1.1.4322;+.NET+CLR+2.0.50727;+.NET+CLR+3.0.4506.2152;+.NET+CLR+3.5.30729;+.NET4.0C;+MSN+OptimizedIE8;ENIN),IT
75,SPL\carey,carey@spl.com,CUPERTINO,172.16.44.18,exch-mbx-cup-00,S-1-5-21-3623811015-336104438-30300820-1114,BC9CD1A6-DA44-11E0-B014-91A3616AB75D,,,,208.90.215.9,Mozilla/4.0+(compatible;+MSIE+6.0;+Windows+NT+5.1;+SV1;+.NET+CLR+1.1.4322),Marketing
76,SPL\carl,carl@spl.com,SAN_FRANCISCO,172.16.210.25,exch-mbx-san-01,S-1-5-21-3623811017-899348573-30300820-2741,BC9CD214-DA44-11E0-B014-91A3616AB75D,HTCAndff1289e2,Android,Android/Froyo2.2,208.90.214.16,Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+GTB6.6;+chromeframe/10.0.648.204;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0;+InfoPath.3;+.NET4.0C;+Zune+4.7;+AskTbAD2/5.9.1.14019),IT
